asset_id,asset_type,substation_region,grid_failure_flag,predicted_failure_prob,expected_impact,risk_score
100449,Circuit Breaker,East,0,0.01,710790.6511,7107.906511
100450,Switchgear,South,1,0.945,1235997.2453,1168017.3968085
100451,Switchgear,South,0,0.025,492982.52155,12324.56303875
100452,Switchgear,Central,1,0.875,1348679.3517,1180094.4327375
100453,Transmission Line,North,0,0.025,446756.82552,11168.920638000001
100454,Circuit Breaker,Central,1,0.975,840095.2866,819092.9044349999
100455,Switchgear,East,0,0.04,456793.6516,18271.746064
100456,Circuit Breaker,Central,0,0.13,724297.3524,94158.655812
100457,Switchgear,East,1,0.705,237338.4391,167323.5995655
100458,Circuit Breaker,Central,0,0.165,855957.4952,141232.986708
100459,Switchgear,North,0,0.115,345593.5348,39743.256502000004
100460,Transformer,West,0,0.165,755933.1042,124728.962193
100461,Transformer,North,0,0.21,901837.9594,189385.971474
100462,Substation,West,0,0.1,999005.0048,99900.50048
100463,Substation,North,0,0.025,671549.0105999999,16788.725264999997
100464,Circuit Breaker,Central,0,0.04,789538.9525,31581.558100000002
100465,Substation,East,1,0.775,448189.45406,347346.8268965
100466,Circuit Breaker,North,0,0.06,368685.1376,22121.108256
100467,Transformer,South,0,0.03,562729.812,16881.894360000002
100468,Transformer,North,0,0.09,977763.7867,87998.74080300001
100469,Transmission Line,South,1,0.895,779738.9787,697866.3859365
100470,Transmission Line,North,1,0.8,664446.995,531557.596
100471,Switchgear,West,1,0.915,471543.6542,431462.443593
100472,Transmission Line,Central,0,0.035,407697.38817,14269.408585950001
100473,Circuit Breaker,South,0,0.31,1012033.2378799999,313730.30374279997
100474,Substation,Central,1,0.93,1223312.9849,1137681.075957
100475,Circuit Breaker,West,1,0.735,984773.5482999999,723808.5580005
100476,Circuit Breaker,North,1,0.065,158859.50488999998,10325.86781785
100477,Circuit Breaker,North,0,0.28,772728.29794,216363.9234232
100478,Substation,South,0,0.28,804228.0062,225183.841736
100479,Substation,North,1,0.96,1142105.4499000001,1096421.231904
100480,Switchgear,East,0,0.16,1218323.8311,194931.81297600002
100481,Switchgear,East,1,0.985,602323.5981,593288.7441285
100482,Substation,North,0,0.03,493333.6088,14800.008263999998
100483,Circuit Breaker,Central,1,0.77,774900.3687700001,596673.2839529001
100484,Transformer,West,0,0.02,805284.31349,16105.6862698
100485,Substation,North,1,0.925,943754.8548,872973.24069
100486,Transformer,South,0,0.01,335295.82043,3352.9582043000005
100487,Transmission Line,Central,1,0.945,480075.372,453671.22653999995
100488,Transformer,Central,0,0.155,336443.9999,52148.8199845
100489,Transformer,West,0,0.02,1145000.8107,22900.016214
100490,Circuit Breaker,South,0,0.01,571214.4278,5712.144278
100491,Transmission Line,South,0,0.56,61476.66816,34426.934169600005
100492,Substation,Central,1,0.93,513143.7981,477223.73223300005
100493,Circuit Breaker,East,0,0.155,904985.0118,140272.676829
100494,Switchgear,East,0,0.345,1018018.3694,351216.33744299994
100495,Transmission Line,Central,0,0.15,521952.05539999995,78292.80831
100496,Substation,North,0,0.265,1071963.3546,284070.288969
100497,Transmission Line,West,1,0.9,930421.4383,837379.2944700001
100498,Transmission Line,North,0,0.045,781614.1043,35172.6346935
100499,Substation,North,0,0.045,986708.8798,44401.899591
100500,Substation,West,0,0.01,696151.9272,6961.5192720000005
100501,Switchgear,South,0,0.185,1075427.0537,198954.0049345
100502,Substation,South,0,0.255,695612.0009999999,177381.060255
100503,Switchgear,Central,0,0.01,955592.7307000001,9555.927307000002
100504,Substation,East,0,0.095,713043.7291,67739.1542645
100505,Switchgear,North,0,0.01,1281782.0433,12817.820433
100506,Substation,West,0,0.01,100514.56615,1005.1456615
100507,Substation,East,1,0.95,1414388.3648,1343668.94656
100508,Switchgear,West,1,0.945,378554.95499999996,357734.4324749999
100509,Switchgear,South,1,0.97,636691.5654,617590.8184379999
100510,Switchgear,East,1,0.755,1054255.0087000001,795962.5315685001
100511,Switchgear,Central,1,0.96,189531.99582,181950.7159872
100512,Substation,West,1,0.765,521095.87690000003,398638.34582850005
100513,Switchgear,South,1,0.89,880944.976,784041.02864
100514,Substation,South,0,0.26,490667.200784,127573.47220384
100515,Substation,Central,0,0.03,508918.31200000003,15267.54936
100516,Substation,West,1,0.915,505191.77880000003,462250.47760200006
100517,Switchgear,West,1,0.81,298659.57554999995,241914.25619549997
100518,Transformer,Central,0,0.135,1082721.7616,146167.43781600002
100519,Substation,West,0,0.075,685007.8833,51375.5912475
100520,Substation,North,0,0.155,944404.5464,146382.704692
100521,Transmission Line,East,0,0.185,447030.5222,82700.646607
100522,Substation,West,1,0.94,1219239.5861,1146085.2109339999
100523,Transmission Line,South,0,0.055,490934.3456,27001.389008000002
100524,Switchgear,South,1,0.735,1041956.0900000001,765837.72615
100525,Circuit Breaker,West,1,0.96,334316.60678000003,320943.9425088
100526,Circuit Breaker,South,0,0.195,736028.0037,143525.4607215
100527,Transformer,West,0,0.0,630713.5264000001,0.0
100528,Substation,North,0,0.065,880920.5292,57259.834398
100529,Switchgear,West,0,0.08,432545.942987,34603.67543896
100530,Circuit Breaker,North,0,0.175,596106.1894,104318.583145
100531,Circuit Breaker,Central,0,0.285,733290.2175,208987.7119875
100532,Transmission Line,West,1,0.75,379251.7204,284438.7903
100533,Switchgear,Central,1,0.95,469403.30688000005,445933.141536
100534,Transmission Line,South,1,0.815,861517.4375499999,702136.7116032499
100535,Switchgear,Central,0,0.035,480318.01359000005,16811.130475650003
100536,Circuit Breaker,West,1,0.93,1157219.4933,1076214.128769
100537,Substation,South,0,0.045,215729.0222,9707.805999
100538,Substation,Central,0,0.03,1008285.55521,30248.566656299998
100539,Switchgear,South,0,0.17,1138103.0690000001,193477.52173000004
100540,Transformer,East,1,0.945,748262.08788,707107.6730466
100541,Circuit Breaker,East,0,0.035,202011.88137999998,7070.4158483
100542,Switchgear,East,0,0.29,1141973.6143,331172.34814699995
100543,Transformer,North,0,0.05,749749.04152,37487.452076
100544,Switchgear,East,1,0.865,1190791.2737,1030034.4517505
100545,Switchgear,West,1,0.855,1078617.4774,922217.9431769999
100546,Switchgear,West,1,0.96,1400489.0575,1344469.4952
100547,Switchgear,West,1,0.905,538334.675,487192.88087500003
100548,Switchgear,North,1,0.93,1192205.7335,1108751.3321550002
100549,Substation,North,0,0.145,715344.9617,103725.0194465
100550,Circuit Breaker,East,0,0.085,1046382.3862999999,88942.5028355
100551,Substation,South,0,0.005,708292.9521,3541.4647605
100552,Transmission Line,North,1,0.8,836608.6898999999,669286.9519199999
100553,Transformer,West,0,0.0,816422.6431,0.0
100554,Switchgear,West,0,0.01,737180.39427,7371.8039427
100555,Transformer,East,1,0.875,908489.3060999999,794928.1428375
100556,Transformer,South,1,0.95,164586.38203,156357.0629285
100557,Transmission Line,South,1,0.74,654223.9291000001,484125.70753400004
100558,Switchgear,West,1,0.87,1044902.2172999999,909064.9290509999
100559,Transmission Line,East,0,0.01,1098817.5893,10988.175893000001
100560,Switchgear,South,0,0.02,1245364.7349,24907.294698
100561,Circuit Breaker,North,0,0.25,1075301.5703999999,268825.39259999996
100562,Transformer,North,0,0.05,1158915.6447,57945.782235000006
100563,Transmission Line,North,1,0.325,541977.6448,176142.73456
100564,Transmission Line,Central,1,0.81,727116.8202,588964.624362
100565,Switchgear,East,0,0.035,616943.95955,21593.038584250004
100566,Switchgear,North,1,0.8,1220783.8572,976627.08576
100567,Transformer,East,0,0.09,317035.72817,28533.2155353
100568,Circuit Breaker,West,0,0.095,864595.0338999999,82136.5282205
100569,Switchgear,North,1,0.5,809687.5295,404843.76475
100570,Substation,South,1,0.87,830961.8961,722936.849607
100571,Switchgear,West,0,0.125,163940.92859999998,20492.616074999998
100572,Switchgear,North,0,0.04,571559.550656,22862.38202624
100573,Switchgear,South,1,0.79,248796.52805000002,196549.25715950003
100574,Transformer,South,1,0.905,441668.2619,399709.7770195
100575,Substation,South,1,0.84,1213893.3647999999,1019670.4264319999
100576,Circuit Breaker,Central,1,0.935,1000306.35624,935286.4430844
100577,Circuit Breaker,East,0,0.14,1065929.2197,149230.090758
100578,Transmission Line,East,1,0.87,833173.797,724861.20339
100579,Transformer,North,0,0.095,439797.3107,41780.744516499995
100580,Transformer,South,0,0.02,934772.0271,18695.440542
100581,Switchgear,North,0,0.045,802418.04377,36108.81196965
100582,Transformer,South,0,0.06,670913.1616,40254.789696
100583,Transmission Line,North,1,0.77,917935.6987,706810.487999
100584,Transmission Line,Central,0,0.03,778143.0817,23344.292450999998
100585,Circuit Breaker,South,1,0.935,1376684.208,1287199.73448
100586,Switchgear,East,1,0.725,432279.0166,313402.287035
100587,Switchgear,South,0,0.06,739152.6248000001,44349.157488000004
100588,Transformer,North,1,0.875,528795.9647,462696.4691125
100589,Transmission Line,East,1,0.89,1327135.9607000002,1181151.005023
100590,Transformer,Central,1,0.93,805993.5534,749574.004662
100591,Circuit Breaker,North,1,0.7,1316565.9553,921596.16871
100592,Transmission Line,West,0,0.13,1254267.1184999999,163054.72540499998
100593,Transmission Line,North,1,0.91,1068453.7074,972292.873734
100594,Transformer,Central,1,0.97,919450.1939000001,891866.688083
100595,Substation,North,1,0.945,581284.79052,549314.1270414001
100596,Transmission Line,South,0,0.14,1027059.1207999999,143788.276912
100597,Substation,East,0,0.235,1355750.7874,318601.435039
100598,Transformer,South,0,0.235,1280565.7973,300932.9623655
100599,Circuit Breaker,South,0,0.03,1212679.8070999999,36380.39421299999
100600,Transformer,East,1,0.955,280550.1263,267925.3706165
100601,Transformer,South,1,0.275,766168.8711,210696.4395525
100602,Switchgear,North,1,0.815,931336.5981,759039.3274514999
100603,Transformer,North,1,0.96,1095060.0874,1051257.683904
100604,Circuit Breaker,East,1,0.715,817608.6092,584590.1555779999
100605,Substation,North,0,0.12,354759.71259999997,42571.16551199999
100606,Transformer,South,0,0.05,522845.64944,26142.282472000003
100607,Transmission Line,West,0,0.105,712544.0264999999,74817.1227825
100608,Transformer,North,1,0.92,640935.82566,589660.9596072
100609,Transmission Line,West,0,0.085,647487.7918,55036.46230300001
100610,Substation,Central,1,0.78,433050.7443,337779.58055400004
100611,Transmission Line,North,0,0.295,628486.8574999999,185403.62296249997
100612,Circuit Breaker,Central,0,0.06,736884.0478000001,44213.042868000004
100613,Transformer,East,0,0.385,1139418.0895,438675.9644575
100614,Substation,Central,1,1.0,510636.69889999996,510636.69889999996
100615,Substation,South,1,0.845,418730.36907,353827.16186415
100616,Circuit Breaker,North,1,0.96,645141.62511,619335.9601056
100617,Transformer,East,0,0.13,976282.963,126916.78519000001
100618,Transmission Line,South,1,0.745,528262.0409,393555.2204705
100619,Transformer,Central,1,0.825,859669.8296,709227.60942
100620,Transformer,East,0,0.255,187387.97814000002,47783.934425700005
100621,Substation,South,0,0.04,574574.3985,22982.97594
100622,Transmission Line,East,0,0.0,879642.8041000001,0.0
100623,Transmission Line,Central,1,0.86,1016541.6542,874225.8226119999
100624,Switchgear,Central,1,0.72,301442.39272,217038.52275839998
100625,Transmission Line,East,0,0.01,977645.4638,9776.454638000001
100626,Circuit Breaker,North,1,0.94,703634.7711,661416.684834
100627,Switchgear,North,0,0.055,778705.69392,42828.8131656
100628,Switchgear,West,0,0.04,804631.9061,32185.276244
100629,Switchgear,West,1,0.915,50358336.2956,46077877.710474
100630,Transformer,South,1,0.945,528055.8322,499012.76142899995
100631,Substation,South,0,0.015,853667.2057,12805.0080855
100632,Substation,South,1,0.865,318388.27296000003,275405.8561104
100633,Transformer,West,1,1.0,219986.26192999998,219986.26192999998
100634,Substation,North,0,0.04,1023552.2862,40942.091448
100635,Circuit Breaker,East,0,0.0,826879.0584,0.0
100636,Transformer,South,1,0.85,978847.4583999999,832020.3396399999
100637,Transmission Line,North,0,0.215,853747.6349,183555.74150349997
100638,Transmission Line,Central,0,0.03,1092035.2414,32761.057241999995
100639,Circuit Breaker,East,0,0.09,1037166.0160000001,93344.94144
100640,Circuit Breaker,South,1,0.805,1339552.0514,1078339.4013770001
100641,Circuit Breaker,East,0,0.1,814858.0474,81485.80474
100642,Circuit Breaker,North,0,0.005,980097.4782,4900.487391000001
100643,Transmission Line,West,0,0.575,693205.8264,398593.35018
100644,Substation,North,0,0.265,701678.2543,185944.73738950002
100645,Substation,North,0,0.0,784986.9583,0.0
100646,Switchgear,East,1,0.835,1096080.2715999999,915227.0267859999
100647,Circuit Breaker,Central,0,0.01,501739.6719,5017.396719
100648,Transmission Line,North,1,0.43,1202327.6256,517000.87900799996
100649,Substation,South,1,0.91,369971.28038,336673.8651458
100650,Circuit Breaker,North,0,0.1,207730.80218,20773.080218000003
100651,Switchgear,North,1,0.8,323025.7304,258420.58432000002
100652,Transmission Line,Central,1,0.835,526050.8071999999,439252.4240119999
100653,Transmission Line,North,0,0.075,1108335.3059999999,83125.14794999998
100654,Transformer,Central,0,0.045,455145.14181,20481.53138145
100655,Switchgear,West,0,0.26,667582.4256,173571.43065599998
100656,Switchgear,North,0,0.025,729162.9964000001,18229.074910000003
100657,Transformer,East,1,0.515,118630.26493,61094.586438950006
100658,Transformer,North,1,0.905,1058991.6505,958387.4437025
100659,Transformer,Central,1,0.74,1125169.3477,832625.317298
100660,Transformer,North,0,0.045,132578.92062,5966.051427899999
100661,Transmission Line,East,1,0.94,848818.8356,797889.705464
100662,Substation,Central,1,0.67,1248276.4408,836345.2153360001
100663,Circuit Breaker,West,0,0.01,591597.65793,5915.9765793
100664,Substation,Central,1,0.655,620124.4782,406181.53322100005
100665,Switchgear,South,1,0.75,555463.0446,416597.28345
100666,Substation,South,0,0.05,1287415.0164,64370.75082000001
100667,Transformer,North,0,0.015,815491.2444,12232.368665999998
100668,Transmission Line,East,0,0.125,114551.18174999999,14318.897718749999
100669,Transmission Line,Central,1,0.945,850904.0946,804104.369397
100670,Substation,South,0,0.035,548149.09024,19185.218158400003
100671,Transformer,West,1,0.62,918325.2868,569361.677816
100672,Switchgear,South,1,0.8,468151.0869,374520.86952
100673,Transmission Line,West,0,0.005,1060455.53,5302.27765
100674,Transformer,East,0,0.1,898534.7878,89853.47878
100675,Transmission Line,North,1,0.93,366796.47304,341120.7199272
100676,Circuit Breaker,North,0,0.05,1219575.991,60978.799549999996
100677,Transmission Line,East,1,1.0,1121632.9272,1121632.9272
100678,Substation,Central,1,0.86,343138.3851,295099.011186
100679,Substation,Central,1,0.865,694098.8615,600395.5151975
100680,Substation,West,1,0.9,572954.6936,515659.22424
100681,Transmission Line,Central,1,0.76,623866.5162,474138.55231199996
100682,Transmission Line,West,0,0.02,208083.72505,4161.674501
100683,Circuit Breaker,Central,0,0.05,908026.11,45401.3055
100684,Switchgear,Central,0,0.01,669256.0973,6692.560973000001
100685,Transformer,South,1,0.94,309534.2602,290962.204588
100686,Transmission Line,North,0,0.015,733445.7441,11001.6861615
100687,Transmission Line,North,0,0.215,897286.6961000001,192916.6396615
100688,Circuit Breaker,West,0,0.205,1137543.7985999999,233196.47871299996
100689,Transformer,South,1,0.77,677889.566,521974.96582
100690,Transformer,East,1,0.895,605461.0265,541887.6187175
100691,Switchgear,West,0,0.015,864980.7953,12974.7119295
100692,Transmission Line,East,0,0.01,1234652.8199999998,12346.528199999999
100693,Switchgear,Central,0,0.765,608210.0419000001,465280.6820535001
100694,Transformer,North,0,0.065,1110656.4539,72192.6695035
100695,Transmission Line,West,1,0.745,513889.6155,382847.7635475
100696,Substation,West,1,0.925,798567.9735000001,738675.3754875001
100697,Transformer,Central,0,0.025,1215006.3073,30375.1576825
100698,Transformer,Central,0,0.11,157287.83924,17301.6623164
100699,Switchgear,West,1,0.905,462379.1494,418453.130207
100700,Circuit Breaker,North,1,0.78,519441.1729,405164.11486200005
100701,Transformer,East,0,0.265,1224753.28,324559.6192
100702,Circuit Breaker,Central,0,0.1,1092048.2032,109204.82032000001
100703,Substation,North,1,0.705,174108.95070699998,122746.81024843498
100704,Substation,South,0,0.075,398086.30148,29856.472611
100705,Transformer,Central,0,0.54,755712.3838,408084.687252
100706,Circuit Breaker,Central,1,0.8,242381.14247000002,193904.91397600004
100707,Transformer,North,0,0.195,1372416.0386,267621.12752700003
100708,Transmission Line,East,0,0.035,571659.81629,20008.093570150002
100709,Switchgear,South,0,0.11,1028011.8659,113081.305249
